Date & Time,Supply, Demand,Mismatch,Daily Supply,Daily Demand ,Daily Mismatch
2021-08-20 03.00,0,177.75,-177.75,,,
2021-08-20 04.00,0,174,-174,,,
2021-08-20 05.00,0,171.75,-171.75,,,
2021-08-20 06.00,4,158.25,-154.25,,,
2021-08-20 07.00,40,154.5,-114.5,,,
2021-08-20 08.00,216,165.75,50.25,,,
2021-08-20 09.00,300,177,123,,,
2021-08-20 10.00,300,186,114,,,
2021-08-20 11.00,300,190.5,109.5,,,
2021-08-20 12.00,300,189.75,110.25,,,
2021-08-20 13.00,300,192.75,107.25,,,
2021-08-20 14.00,300,193.5,106.5,,,
2021-08-20 15.00,300,195.75,104.25,,,
2021-08-20 16.00,300,185.25,114.75,,,
2021-08-20 17.00,300,177,123,,,
2021-08-20 18.00,100,168.75,-68.75,,,
2021-08-20 19.00,0,176.25,-176.25,,,
2021-08-20 20.00,0,181.5,-181.5,,,
2021-08-20 21.00,0,177.75,-177.75,,,
2021-08-20 22.00,0,176.25,-176.25,,,
2021-08-20 23.00,0,177,-177,,,
2021-08-21 00.00,0,181.5,-181.5,3103,4033.5,-930.5
2021-08-21 01.00,0,185.25,-185.25,,,
2021-08-21 02.00,0,187.5,-187.5,,,
2021-08-21 03.00,0,183,-183,,,
2021-08-21 04.00,0,177,-177,,,
2021-08-21 05.00,1,165,-164,,,
2021-08-21 06.00,2,128.25,-126.25,,,
2021-08-21 07.00,60,115.5,-55.5,,,
2021-08-21 08.00,120,127.5,-7.5,,,
2021-08-21 09.00,300,141.75,158.25,,,
2021-08-21 10.00,300,160.5,139.5,,,
2021-08-21 11.00,300,178.5,121.5,,,
2021-08-21 12.00,300,191.25,108.75,,,
2021-08-21 13.00,300,198.75,101.25,,,
2021-08-21 14.00,300,196.5,103.5,,,
2021-08-21 15.00,300,198,102,,,
2021-08-21 16.00,300,188.25,111.75,,,
2021-08-21 17.00,300,173.25,126.75,,,
2021-08-21 18.00,200,159,41,,,
2021-08-21 19.00,20,169.5,-149.5,,,
2021-08-21 20.00,0,161.25,-161.25,,,
2021-08-21 21.00,0,153.75,-153.75,,,
2021-08-21 22.00,0,155.25,-155.25,,,
2021-08-21 23.00,0,157.5,-157.5,,,
2021-08-22 00.00,0,163.5,-163.5,2848,3929.25,-1081.25
2021-08-22 01.00,0,171,-171,,,
2021-08-22 02.00,0,172.5,-172.5,,,
2021-08-22 03.00,0,171.75,-171.75,,,
2021-08-22 04.00,0,165.75,-165.75,,,
2021-08-22 05.00,0,162,-162,,,
2021-08-22 06.00,1,147.75,-146.75,,,
2021-08-22 07.00,140,143.25,-3.25,,,
2021-08-22 08.00,230,154.5,75.5,,,
2021-08-22 09.00,300,162,138,,,
2021-08-22 10.00,300,166.5,133.5,,,
2021-08-22 11.00,300,172.5,127.5,,,
2021-08-22 12.00,300,176.25,123.75,,,
2021-08-22 13.00,97,179.25,-82.25,,,
2021-08-22 14.00,300,176.25,123.75,,,
2021-08-22 15.00,300,180,120,,,
2021-08-22 16.00,300,175.5,124.5,,,
2021-08-22 17.00,240,157.5,82.5,,,
2021-08-22 18.00,40,148.5,-108.5,,,
2021-08-22 19.00,0,166.5,-166.5,,,
2021-08-22 20.00,0,158.25,-158.25,,,
2021-08-22 21.00,0,152.25,-152.25,,,
2021-08-22 22.00,0,152.25,-152.25,,,
2021-08-22 23.00,0,153.75,-153.75,,,
2021-08-23 00.00,0,157.5,-157.5,2958,3950.25,-992.25
2021-08-23 01.00,0,165.75,-165.75,,,
2021-08-23 02.00,0,170.25,-170.25,,,
2021-08-23 03.00,0,171.75,-171.75,,,
2021-08-23 04.00,0,168.75,-168.75,,,
2021-08-23 05.00,0,165.75,-165.75,,,
2021-08-23 06.00,0,150.75,-150.75,,,
2021-08-23 07.00,54,146.25,-92.25,,,
2021-08-23 08.00,280,156.75,123.25,,,
2021-08-23 09.00,280,165.75,114.25,,,
2021-08-23 10.00,280,172.5,107.5,,,
2021-08-23 11.00,280,177,103,,,
2021-08-23 12.00,280,178.5,101.5,,,
2021-08-23 13.00,280,179.25,100.75,,,
2021-08-23 14.00,280,177.75,102.25,,,
2021-08-23 15.00,280,179.25,100.75,,,
2021-08-23 16.00,280,171,109,,,
2021-08-23 17.00,280,158.25,121.75,,,
2021-08-23 18.00,104,150.75,-46.75,,,
2021-08-23 19.00,0,168,-168,,,
2021-08-23 20.00,0,159,-159,,,
2021-08-23 21.00,0,154.5,-154.5,,,
2021-08-23 22.00,0,152.25,-152.25,,,
2021-08-23 23.00,0,153,-153,,,
2021-08-24 00.00,0,155.25,-155.25,2999,3912.75,-913.75
2021-08-24 01.00,0,161.25,-161.25,,,
2021-08-24 02.00,0,165,-165,,,
2021-08-24 03.00,0,165,-165,,,
2021-08-24 04.00,0,162,-162,,,
2021-08-24 05.00,0,159.75,-159.75,,,
2021-08-24 06.00,23,143.25,-120.25,,,
2021-08-24 07.00,76,140.25,-64.25,,,
2021-08-24 08.00,240,149.25,90.75,,,
2021-08-24 09.00,240,159.75,80.25,,,
2021-08-24 10.00,240,165.75,74.25,,,
2021-08-24 11.00,282,171,111,,,
2021-08-24 12.00,300,165,135,,,
2021-08-24 13.00,166,168.75,-2.75,,,
2021-08-24 14.00,300,172.5,127.5,,,
2021-08-24 15.00,300,177,123,,,
2021-08-24 16.00,300,174.75,125.25,,,
2021-08-24 17.00,300,162.75,137.25,,,
2021-08-24 18.00,116,154.5,-38.5,,,
2021-08-24 19.00,116,174.75,-58.75,,,
2021-08-24 20.00,0,168.75,-168.75,,,
2021-08-24 21.00,0,165,-165,,,
2021-08-24 22.00,0,165.75,-165.75,,,
2021-08-24 23.00,0,165.75,-165.75,,,
2021-08-25 00.00,0,168.75,-168.75,3078,4176.75,-1098.75
2021-08-25 01.00,0,175.5,-175.5,,,
2021-08-25 02.00,0,179.25,-179.25,,,
2021-08-25 03.00,0,179.25,-179.25,,,
2021-08-25 04.00,0,177,-177,,,
2021-08-25 05.00,0,172.5,-172.5,,,
2021-08-25 06.00,0,156,-156,,,
2021-08-25 07.00,84,150,-66,,,
2021-08-25 08.00,155,159,-4,,,
2021-08-25 09.00,300,168,132,,,
2021-08-25 10.00,300,178.5,121.5,,,
2021-08-25 11.00,300,184.5,115.5,,,
2021-08-25 12.00,300,184.5,115.5,,,
2021-08-25 13.00,300,185.25,114.75,,,
2021-08-25 14.00,300,185.25,114.75,,,
2021-08-25 15.00,300,188.25,111.75,,,
2021-08-25 16.00,300,180.75,119.25,,,
2021-08-25 17.00,200,166.5,33.5,,,
2021-08-25 18.00,85,162,-77,,,
2021-08-25 19.00,40,183.75,-143.75,,,
2021-08-25 20.00,40,175.5,-135.5,,,
2021-08-25 21.00,40,172.5,-132.5,,,
2021-08-25 22.00,34,172.5,-138.5,,,
2021-08-25 23.00,0,171.75,-171.75,,,
2021-08-26 00.00,0,175.5,-175.5,3109,4319.25,-1210.25
2021-08-26 01.00,0,181.5,-181.5,,,
2021-08-26 02.00,0,182.25,-182.25,,,
2021-08-26 03.00,0,183,-183,,,
2021-08-26 04.00,0,177,-177,,,
2021-08-26 05.00,0,172.5,-172.5,,,
2021-08-26 06.00,0,156,-156,,,
2021-08-26 07.00,100,153,-53,,,
2021-08-26 08.00,275,162.75,112.25,,,
2021-08-26 09.00,300,175.5,124.5,,,
2021-08-26 10.00,300,186,114,,,
2021-08-26 11.00,300,192,108,,,
2021-08-26 12.00,300,192,108,,,
2021-08-26 13.00,300,193.5,106.5,,,
2021-08-26 14.00,300,190.5,109.5,,,
2021-08-26 15.00,300,200.25,99.75,,,
2021-08-26 16.00,300,191.25,108.75,,,
2021-08-26 17.00,200,177.75,22.25,,,
2021-08-26 18.00,40,171.75,-131.75,,,
2021-08-26 19.00,20,195,-175,,,
2021-08-26 20.00,20,180,-160,,,
2021-08-26 21.00,20,175.5,-155.5,,,
2021-08-26 22.00,20,175.5,-155.5,,,
2021-08-26 23.00,14,179.25,-165.25,,,
2021-08-27 00.00,0,183,-183,3034,4527.75,-1493.75
2021-08-27 01.00,0,186.75,-186.75,,,
2021-08-27 02.00,0,190.5,-190.5,,,
2021-08-27 03.00,0,189,-189,,,
2021-08-27 04.00,0,184.5,-184.5,,,
2021-08-27 05.00,0,178.5,-178.5,,,
2021-08-27 06.00,0,167.25,-167.25,,,
2021-08-27 07.00,20,162.75,-142.75,,,
2021-08-27 08.00,200,171,29,,,
2021-08-27 09.00,300,185.25,114.75,,,
2021-08-27 10.00,300,195.75,104.25,,,
2021-08-27 11.00,300,204,96,,,
2021-08-27 12.00,300,204.75,95.25,,,
2021-08-27 13.00,300,207,93,,,
2021-08-27 14.00,300,206.25,93.75,,,
2021-08-27 15.00,300,206.25,93.75,,,
2021-08-27 16.00,300,195.75,104.25,,,
2021-08-27 17.00,275,181.5,93.5,,,
2021-08-27 18.00,139,175.5,-36.5,,,
2021-08-27 19.00,0,197.25,-197.25,,,
2021-08-27 20.00,0,189,-189,,,
2021-08-27 21.00,0,186.75,-186.75,,,
2021-08-27 22.00,0,186.75,-186.75,,,
2021-08-27 23.00,0,192.75,-192.75,,,
2021-08-28 00.00,0,198,-198,2944,4671,-1727
2021-08-28 01.00,0,206.25,-206.25,,,
2021-08-28 02.00,0,208.5,-208.5,,,
2021-08-28 03.00,0,204,-204,,,
2021-08-28 04.00,0,199.5,-199.5,,,
2021-08-28 05.00,0,192.75,-192.75,,,
2021-08-28 06.00,4,178.5,-174.5,,,
2021-08-28 07.00,80,175.5,-95.5,,,
2021-08-28 08.00,200,183.75,16.25,,,
2021-08-28 09.00,300,192.75,107.25,,,
2021-08-28 10.00,300,201,99,,,
2021-08-28 11.00,300,207,93,,,
2021-08-28 12.00,300,208.5,91.5,,,
2021-08-28 13.00,300,210,90,,,
2021-08-28 14.00,300,207.75,92.25,,,
2021-08-28 15.00,300,207.75,92.25,,,
2021-08-28 16.00,300,198,102,,,
2021-08-28 17.00,160,181.5,-21.5,,,
2021-08-28 18.00,100,176.25,-76.25,,,
2021-08-28 19.00,0,198,-198,,,
2021-08-28 20.00,0,188.25,-188.25,,,
2021-08-28 21.00,0,183.75,-183.75,,,
2021-08-28 22.00,0,180.75,-180.75,,,
2021-08-28 23.00,0,183,-183,,,
2021-08-29 00.00,0,184.5,-184.5,2924,4455,-1531
2021-08-29 01.00,0,190.5,-190.5,,,
2021-08-29 02.00,0,192,-192,,,
2021-08-29 03.00,0,190.5,-190.5,,,
2021-08-29 04.00,0,185.25,-185.25,,,
2021-08-29 05.00,0,182.25,-182.25,,,
2021-08-29 06.00,1,168,-167,,,
2021-08-29 07.00,141,162,-21,,,
2021-08-29 08.00,294,157.5,136.5,,,
2021-08-29 09.00,299,186.75,112.25,,,
2021-08-29 10.00,284,196.5,87.5,,,
2021-08-29 11.00,300,200.25,99.75,,,
2021-08-29 12.00,300,192.75,107.25,,,
2021-08-29 13.00,300,183,117,,,
2021-08-29 14.00,300,189,111,,,
2021-08-29 15.00,272,191.25,80.75,,,
2021-08-29 16.00,273,186.75,86.25,,,
2021-08-29 17.00,120,193.5,-73.5,,,
2021-08-29 18.00,40,180.75,-140.75,,,
2021-08-29 19.00,0,194.25,-194.25,,,
2021-08-29 20.00,0,192.75,-192.75,,,
2021-08-29 21.00,0,186.75,-186.75,,,
2021-08-29 22.00,0,182.25,-182.25,,,
2021-08-29 23.00,0,186,-186,,,
2021-08-30 00.00,0,192.75,-192.75,3127,4560,-1433
2021-08-30 01.00,0,213,-213,,,
2021-08-30 02.00,0,203.25,-203.25,,,
2021-08-30 03.00,0,201,-201,,,
2021-08-30 04.00,0,196.5,-196.5,,,
2021-08-30 05.00,0,193.5,-193.5,,,
2021-08-30 06.00,3,180,-177,,,
2021-08-30 07.00,103,172.5,-69.5,,,
2021-08-30 08.00,300,181.5,118.5,,,
2021-08-30 09.00,300,190.5,109.5,,,
2021-08-30 10.00,300,199.5,100.5,,,
2021-08-30 11.00,300,204,96,,,
2021-08-30 12.00,300,204,96,,,
2021-08-30 13.00,300,204.75,95.25,,,
2021-08-30 14.00,300,201.75,98.25,,,
2021-08-30 15.00,300,198,102,,,
2021-08-30 16.00,300,188.25,111.75,,,
2021-08-30 17.00,281,172.5,108.5,,,
2021-08-30 18.00,40,168,-128,,,
2021-08-30 19.00,0,190.5,-190.5,,,
2021-08-30 20.00,0,179.25,-179.25,,,
2021-08-30 21.00,0,175.5,-175.5,,,
2021-08-30 22.00,0,175.5,-175.5,,,
2021-08-30 23.00,0,174,-174,,,
2021-08-31 00.00,0,177.75,-177.75,3009,4115.25,-1106.25
2021-08-31 01.00,0,183.75,-183.75,,,
2021-08-31 02.00,0,186,-186,,,
2021-08-31 03.00,0,185.25,-185.25,,,
2021-08-31 04.00,0,179.25,-179.25,,,
2021-08-31 05.00,0,174,-174,,,
2021-08-31 06.00,0,159.75,-159.75,,,
2021-08-31 07.00,93,153,-60,,,
2021-08-31 08.00,228,161.25,66.75,,,
2021-08-31 09.00,248,167.25,80.75,,,
2021-08-31 10.00,248,174,74,,,
2021-08-31 11.00,248,177.75,70.25,,,
2021-08-31 12.00,248,171,77,,,
2021-08-31 13.00,248,174,74,,,
2021-08-31 14.00,248,178.5,69.5,,,
2021-08-31 15.00,300,180.75,119.25,,,
2021-08-31 16.00,300,174.75,125.25,,,
2021-08-31 17.00,300,162,138,,,
2021-08-31 18.00,300,153.75,146.25,,,
2021-08-31 19.00,0,175.5,-175.5,,,
2021-08-31 20.00,0,169.5,-169.5,,,
2021-08-31 21.00,0,165,-165,,,
2021-08-31 22.00,0,165,-165,,,
2021-08-31 23.00,0,166.5,-166.5,,,
2021-09-01 00.00,0,172.5,-172.5,2741,4176.75,-1435.75
2021-09-01 01.00,0,177,-177,,,
2021-09-01 02.00,0,179.25,-179.25,,,
2021-09-01 03.00,0,177,-177,,,
2021-09-01 04.00,0,172.5,-172.5,,,
2021-09-01 05.00,0,167.25,-167.25,,,
2021-09-01 06.00,1,150.75,-149.75,,,
2021-09-01 07.00,20,146.25,-126.25,,,
2021-09-01 08.00,124,156,-32,,,
2021-09-01 09.00,124,165,-41,,,
2021-09-01 10.00,300,176.25,123.75,,,
2021-09-01 11.00,300,183,117,,,
2021-09-01 12.00,300,183,117,,,
2021-09-01 13.00,300,186.75,113.25,,,
2021-09-01 14.00,300,186.75,113.25,,,
2021-09-01 15.00,300,189,111,,,
2021-09-01 16.00,300,179.25,120.75,,,
2021-09-01 17.00,300,167.25,132.75,,,
2021-09-01 18.00,72,159.75,-87.75,,,
2021-09-01 19.00,0,183,-183,,,
2021-09-01 20.00,0,178.5,-178.5,,,
2021-09-01 21.00,0,177,-177,,,
2021-09-01 22.00,0,178.5,-178.5,,,
2021-09-01 23.00,0,185.25,-185.25,,,
2021-09-02 00.00,0,187.5,-187.5,2643,4356.75,-1713.75
2021-09-02 01.00,0,188.25,-188.25,,,
2021-09-02 02.00,0,187.5,-187.5,,,
2021-09-02 03.00,0,181.5,-181.5,,,
2021-09-02 04.00,0,175.5,-175.5,,,
2021-09-02 05.00,0,168,-168,,,
2021-09-02 06.00,20,150,-130,,,
2021-09-02 07.00,40,144,-104,,,
2021-09-02 08.00,154,160.5,-6.5,,,
2021-09-02 09.00,250,172.5,77.5,,,
2021-09-02 10.00,275,183,92,,,
2021-09-02 11.00,275,192,83,,,
2021-09-02 12.00,275,192,83,,,
2021-09-02 13.00,275,198,77,,,
2021-09-02 14.00,275,201.75,73.25,,,
2021-09-02 15.00,272,202.5,69.5,,,
2021-09-02 16.00,252,192.75,59.25,,,
2021-09-02 17.00,190,177.75,12.25,,,
2021-09-02 18.00,90,168.75,-78.75,,,
2021-09-02 19.00,0,189,-189,,,
2021-09-02 20.00,0,183.75,-183.75,,,
2021-09-02 21.00,0,184.5,-184.5,,,
2021-09-02 22.00,0,186,-186,,,
2021-09-02 23.00,0,189.75,-189.75,,,
2021-09-03 00.00,0,192.75,-192.75,2695,4349.25,-1654.25
2021-09-03 01.00,0,192,-192,,,
2021-09-03 02.00,0,189,-189,,,
2021-09-03 03.00,0,183,-183,,,
2021-09-03 04.00,0,176.25,-176.25,,,
2021-09-03 05.00,0,168.75,-168.75,,,
2021-09-03 06.00,0,150,-150,,,
2021-09-03 07.00,40,147,-107,,,
2021-09-03 08.00,200,159.75,40.25,,,
2021-09-03 09.00,265,172.5,92.5,,,
2021-09-03 10.00,265,186.75,78.25,,,
2021-09-03 11.00,288,190.5,97.5,,,
2021-09-03 12.00,288,187.5,100.5,,,
2021-09-03 13.00,288,197.25,90.75,,,
2021-09-03 14.00,267,200.25,66.75,,,
2021-09-03 15.00,267,198,69,,,
2021-09-03 16.00,267,190.5,76.5,,,
2021-09-03 17.00,160,175.5,-15.5,,,
2021-09-03 18.00,100,166.5,-66.5,,,
2021-09-03 19.00,0,186.75,-186.75,,,
2021-09-03 20.00,0,183,-183,,,
2021-09-03 21.00,0,180.75,-180.75,,,
2021-09-03 22.00,0,185.25,-185.25,,,
2021-09-03 23.00,0,189.75,-189.75,,,
2021-09-04 00.00,0,189,-189,2892,4305.75,-1413.75
2021-09-04 01.00,0,187.5,-187.5,,,
2021-09-04 02.00,0,184.5,-184.5,,,
2021-09-04 03.00,0,180,-180,,,
2021-09-04 04.00,0,171.75,-171.75,,,
2021-09-04 05.00,0,166.5,-166.5,,,
2021-09-04 06.00,0,147.75,-147.75,,,
2021-09-04 07.00,40,144,-104,,,
2021-09-04 08.00,80,159,-79,,,
2021-09-04 09.00,240,171.75,68.25,,,
2021-09-04 10.00,300,182.25,117.75,,,
2021-09-04 11.00,300,189,111,,,
2021-09-04 12.00,300,186.75,113.25,,,
2021-09-04 13.00,300,195.75,104.25,,,
2021-09-04 14.00,300,198,102,,,
2021-09-04 15.00,300,200.25,99.75,,,
2021-09-04 16.00,300,189.75,110.25,,,
2021-09-04 17.00,216,174.75,41.25,,,
2021-09-04 18.00,216,165.75,50.25,,,
2021-09-04 19.00,0,186.75,-186.75,,,
2021-09-04 20.00,0,181.5,-181.5,,,
2021-09-04 21.00,0,181.5,-181.5,,,
2021-09-04 22.00,0,184.5,-184.5,,,
2021-09-04 23.00,0,187.5,-187.5,,,
2021-09-05 00.00,0,188.25,-188.25,2071,4314.75,-2243.75
2021-09-05 01.00,0,189,-189,,,
2021-09-05 02.00,0,185.25,-185.25,,,
2021-09-05 03.00,0,178.5,-178.5,,,
2021-09-05 04.00,0,173.25,-173.25,,,
2021-09-05 05.00,0,164.25,-164.25,,,
2021-09-05 06.00,0,144.75,-144.75,,,
2021-09-05 07.00,50,144,-94,,,
2021-09-05 08.00,50,160.5,-110.5,,,
2021-09-05 09.00,200,174,26,,,
2021-09-05 10.00,200,184.5,15.5,,,
2021-09-05 11.00,200,188.25,11.75,,,
2021-09-05 12.00,215,189,26,,,
2021-09-05 13.00,215,196.5,18.5,,,
2021-09-05 14.00,215,201.75,13.25,,,
2021-09-05 15.00,221,201.75,19.25,,,
2021-09-05 16.00,265,192,73,,,
2021-09-05 17.00,120,174.75,-54.75,,,
2021-09-05 18.00,120,167.25,-47.25,,,
2021-09-05 19.00,0,188.25,-188.25,,,
2021-09-05 20.00,0,182.25,-182.25,,,
2021-09-05 21.00,0,178.5,-178.5,,,
2021-09-05 22.00,0,182.25,-182.25,,,
2021-09-05 23.00,0,186,-186,,,
2021-09-06 00.00,0,188.25,-188.25,2960,4284.75,-1324.75
2021-09-06 01.00,0,189.75,-189.75,,,
2021-09-06 02.00,0,186.75,-186.75,,,
2021-09-06 03.00,0,182.25,-182.25,,,
2021-09-06 04.00,0,176.25,-176.25,,,
2021-09-06 05.00,0,170.25,-170.25,,,
2021-09-06 06.00,0,153,-153,,,
2021-09-06 07.00,40,150,-110,,,
2021-09-06 08.00,124,166.5,-42.5,,,
2021-09-06 09.00,240,174,66,,,
2021-09-06 10.00,284,185.25,98.75,,,
2021-09-06 11.00,284,190.5,93.5,,,
2021-09-06 12.00,284,188.25,95.75,,,
2021-09-06 13.00,284,195,89,,,
2021-09-06 14.00,284,197.25,86.75,,,
2021-09-06 15.00,284,198.75,85.25,,,
2021-09-06 16.00,284,189,95,,,
2021-09-06 17.00,284,172.5,111.5,,,
2021-09-06 18.00,284,163.5,120.5,,,
2021-09-06 19.00,0,183,-183,,,
2021-09-06 20.00,0,175.5,-175.5,,,
2021-09-06 21.00,0,171,-171,,,
2021-09-06 22.00,0,168.75,-168.75,,,
2021-09-06 23.00,0,169.5,-169.5,,,
2021-09-07 00.00,0,176.25,-176.25,3250,4107.75,-857.75
2021-09-07 01.00,0,183,-183,,,
2021-09-07 02.00,0,183.75,-183.75,,,
2021-09-07 03.00,0,183,-183,,,
2021-09-07 04.00,0,179.25,-179.25,,,
2021-09-07 05.00,0,174,-174,,,
2021-09-07 06.00,0,162,-162,,,
2021-09-07 07.00,80,155.25,-75.25,,,
2021-09-07 08.00,170,161.25,8.75,,,
2021-09-07 09.00,300,167.25,132.75,,,
2021-09-07 10.00,300,174.75,125.25,,,
2021-09-07 11.00,300,178.5,121.5,,,
2021-09-07 12.00,300,168,132,,,
2021-09-07 13.00,300,174,126,,,
2021-09-07 14.00,300,177.75,122.25,,,
2021-09-07 15.00,300,182.25,117.75,,,
2021-09-07 16.00,300,175.5,124.5,,,
2021-09-07 17.00,300,161.25,138.75,,,
2021-09-07 18.00,300,155.25,144.75,,,
2021-09-07 19.00,0,173.25,-173.25,,,
2021-09-07 20.00,0,166.5,-166.5,,,
2021-09-07 21.00,0,164.25,-164.25,,,
2021-09-07 22.00,0,164.25,-164.25,,,
2021-09-07 23.00,0,167.25,-167.25,,,
2021-09-08 00.00,0,171.75,-171.75,2420,4189.5,-1769.5
2021-09-08 01.00,0,180,-180,,,
2021-09-08 02.00,0,184.5,-184.5,,,
2021-09-08 03.00,0,183,-183,,,
2021-09-08 04.00,0,180,-180,,,
2021-09-08 05.00,0,174,-174,,,
2021-09-08 06.00,0,157.5,-157.5,,,
2021-09-08 07.00,0,150,-150,,,
2021-09-08 08.00,100,156.75,-56.75,,,
2021-09-08 09.00,200,168,32,,,
2021-09-08 10.00,200,175.5,24.5,,,
2021-09-08 11.00,200,178.5,21.5,,,
2021-09-08 12.00,280,177.75,102.25,,,
2021-09-08 13.00,280,180.75,99.25,,,
2021-09-08 14.00,280,181.5,98.5,,,
2021-09-08 15.00,280,184.5,95.5,,,
2021-09-08 16.00,280,175.5,104.5,,,
2021-09-08 17.00,280,162.75,117.25,,,
2021-09-08 18.00,40,159.75,-119.75,,,
2021-09-08 19.00,0,181.5,-181.5,,,
2021-09-08 20.00,0,177,-177,,,
2021-09-08 21.00,0,177.75,-177.75,,,
2021-09-08 22.00,0,182.25,-182.25,,,
2021-09-08 23.00,0,189,-189,,,
2021-09-09 00.00,0,190.5,-190.5,2776,4300.5,-1524.5
2021-09-09 01.00,0,190.5,-190.5,,,
2021-09-09 02.00,0,186.75,-186.75,,,
2021-09-09 03.00,0,180.75,-180.75,,,
2021-09-09 04.00,0,174.75,-174.75,,,
2021-09-09 05.00,0,166.5,-166.5,,,
2021-09-09 06.00,0,143.25,-143.25,,,
2021-09-09 07.00,4,140.25,-136.25,,,
2021-09-09 08.00,124,157.5,-33.5,,,
2021-09-09 09.00,124,168.75,-44.75,,,
2021-09-09 10.00,300,177.75,122.25,,,
2021-09-09 11.00,300,183.75,116.25,,,
2021-09-09 12.00,300,181.5,118.5,,,
2021-09-09 13.00,300,190.5,109.5,,,
2021-09-09 14.00,300,200.25,99.75,,,
2021-09-09 15.00,300,201.75,98.25,,,
2021-09-09 16.00,300,192,108,,,
2021-09-09 17.00,300,176.25,123.75,,,
2021-09-09 18.00,124,168,-44,,,
2021-09-09 19.00,0,186.75,-186.75,,,
2021-09-09 20.00,0,183,-183,,,
2021-09-09 21.00,0,183,-183,,,
2021-09-09 22.00,0,186,-186,,,
2021-09-09 23.00,0,190.5,-190.5,,,
2021-09-10 00.00,0,189,-189,2931,4146.75,-1215.75
2021-09-10 01.00,0,189,-189,,,
2021-09-10 02.00,0,185.25,-185.25,,,
2021-09-10 03.00,0,178.5,-178.5,,,
2021-09-10 04.00,0,173.25,-173.25,,,
2021-09-10 05.00,0,162.75,-162.75,,,
2021-09-10 06.00,1,143.25,-142.25,,,
2021-09-10 07.00,86,138,-52,,,
2021-09-10 08.00,217,153,64,,,
2021-09-10 09.00,300,162,138,,,
2021-09-10 10.00,300,174,126,,,
2021-09-10 11.00,300,179.25,120.75,,,
2021-09-10 12.00,300,174.75,125.25,,,
2021-09-10 13.00,300,183,117,,,
2021-09-10 14.00,285,189.75,95.25,,,
2021-09-10 15.00,285,191.25,93.75,,,
2021-09-10 16.00,285,180.75,104.25,,,
2021-09-10 17.00,232,165.75,66.25,,,
2021-09-10 18.00,40,159.75,-119.75,,,
2021-09-10 19.00,0,179.25,-179.25,,,
2021-09-10 20.00,0,171,-171,,,
2021-09-10 21.00,0,172.5,-172.5,,,
2021-09-10 22.00,0,174,-174,,,
2021-09-10 23.00,0,177.75,-177.75,,,
2021-09-11 00.00,0,177.75,-177.75,2865,3985.5,-1120.5
2021-09-11 01.00,0,175.5,-175.5,,,
2021-09-11 02.00,0,171,-171,,,
2021-09-11 03.00,0,164.25,-164.25,,,
2021-09-11 04.00,0,157.5,-157.5,,,
2021-09-11 05.00,0,151.5,-151.5,,,
2021-09-11 06.00,0,135,-135,,,
2021-09-11 07.00,40,129,-89,,,
2021-09-11 08.00,200,141,59,,,
2021-09-11 09.00,275,152.25,122.75,,,
2021-09-11 10.00,300,162.75,137.25,,,
2021-09-11 11.00,300,169.5,130.5,,,
2021-09-11 12.00,300,168,132,,,
2021-09-11 13.00,300,177.75,122.25,,,
2021-09-11 14.00,300,184.5,115.5,,,
2021-09-11 15.00,290,183,107,,,
2021-09-11 16.00,290,173.25,116.75,,,
2021-09-11 17.00,200,161.25,38.75,,,
2021-09-11 18.00,70,161.25,-91.25,,,
2021-09-11 19.00,0,180,-180,,,
2021-09-11 20.00,0,174,-174,,,
2021-09-11 21.00,0,174.75,-174.75,,,
2021-09-11 22.00,0,178.5,-178.5,,,
2021-09-11 23.00,0,182.25,-182.25,,,
2021-09-12 00.00,0,180,-180,2921,4068.75,-1147.75
2021-09-12 01.00,0,178.5,-178.5,,,
2021-09-12 02.00,0,174.75,-174.75,,,
2021-09-12 03.00,0,168.75,-168.75,,,
2021-09-12 04.00,0,162.75,-162.75,,,
2021-09-12 05.00,0,156,-156,,,
2021-09-12 06.00,0,137.25,-137.25,,,
2021-09-12 07.00,40,134.25,-94.25,,,
2021-09-12 08.00,71,148.5,-77.5,,,
2021-09-12 09.00,250,159,91,,,
2021-09-12 10.00,300,165.75,134.25,,,
2021-09-12 11.00,300,171.75,128.25,,,
2021-09-12 12.00,300,170.25,129.75,,,
2021-09-12 13.00,300,179.25,120.75,,,
2021-09-12 14.00,300,186.75,113.25,,,
2021-09-12 15.00,300,189,111,,,
2021-09-12 16.00,300,180,120,,,
2021-09-12 17.00,300,166.5,133.5,,,
2021-09-12 18.00,160,159.75,0.25,,,
2021-09-12 19.00,0,179.25,-179.25,,,
2021-09-12 20.00,0,177,-177,,,
2021-09-12 21.00,0,177.75,-177.75,,,
2021-09-12 22.00,0,181.5,-181.5,,,
2021-09-12 23.00,0,184.5,-184.5,,,
2021-09-13 00.00,0,184.5,-184.5,2947,3992.25,-1045.25
2021-09-13 01.00,0,183.75,-183.75,,,
2021-09-13 02.00,0,180,-180,,,
2021-09-13 03.00,0,171.75,-171.75,,,
2021-09-13 04.00,0,164.25,-164.25,,,
2021-09-13 05.00,0,157.5,-157.5,,,
2021-09-13 06.00,0,139.5,-139.5,,,
2021-09-13 07.00,40,135,-95,,,
2021-09-13 08.00,240,150.75,89.25,,,
2021-09-13 09.00,300,159,141,,,
2021-09-13 10.00,300,168.75,131.25,,,
